1, 1
1, 2
1, 3
1, 4
1, 5
2, 1
2, 3
2, 4
5, 4
6, 4
7, 1
7, 2
7, 3
7, 4
7, 5
9, 1
9, 2
9, 3
9, 4
9, 5
12, 1
12, 2
12, 4
12, 5
14, 2
14, 3
14, 4
14, 5
15, 1
15, 2
15, 3
15, 4
15, 5
18, 1
18, 3
18, 4
18, 5
19, 4
19, 5
20, 1
21, 1
21, 4
22, 3
23, 2
25, 3
25, 4
25, 5
26, 1
26, 3
26, 4
36, 3
37, 4
42, 1
42, 3
42, 5
43, 4
44, 2
44, 3
44, 4
44, 5
45, 2
50, 1
50, 4
51, 4
54, 3
54, 4
58, 4
60, 1
60, 2
66, 4
67, 1
67, 3
67, 4
67, 5
68, 4
71, 2
71, 3
71, 5
72, 1
72, 3
73, 4
73, 5
75, 2
75, 3
76, 3
78, 2
78, 4
80, 1
80, 2
80, 3
80, 4
80, 5
82, 5
90, 1
90, 2
90, 3
90, 4
90, 5
91, 1
91, 2
91, 3
91, 4
91, 5
93, 2
97, 3
98, 3
98, 4
99, 1
99, 4
104, 3
106, 1
107, 1
107, 2
107, 3
107, 4
107, 5
108, 1
108, 2
108, 4
108, 5
109, 4
110, 1
110, 2
110, 3
110, 4
110, 5
111, 4
114, 5
117, 3
117, 5
123, 2
123, 5
124, 1
124, 4
124, 5
125, 1
125, 2
125, 3
125, 4
125, 5
126, 4
134, 4
134, 5
140, 3
140, 4
140, 5
147, 4
152, 2
152, 4
153, 4
155, 1
158, 4
160, 4
162, 3
162, 4
162, 5
163, 1
163, 2
163, 3
163, 4
163, 5
164, 1
165, 3
165, 4
165, 5
166, 1
167, 3
167, 4
168, 3
168, 4
168, 5
169, 1
169, 2
169, 3
169, 4
169, 5
175, 1
179, 4
179, 5
181, 4
183, 5
185, 2
185, 4
188, 3
188, 4
189, 1
189, 2
189, 3
189, 4
189, 5
213, 2
213, 4
217, 5
223, 2
223, 4
224, 4
231, 3
252, 4
268, 4
270, 5
284, 1
284, 4
286, 4
286, 5
293, 4
303, 5
307, 1
310, 2
323, 4
327, 4
330, 2
330, 3
330, 4
330, 5
331, 4
336, 4
337, 4
340, 1
340, 2
340, 3
340, 4
340, 5
343, 1
343, 2
343, 3
343, 4
344, 4
347, 4
353, 4
357, 1
372, 3
372, 4
379, 3
385, 2
397, 1
397, 4
402, 3
403, 4
405, 2
405, 3
405, 4
406, 1
406, 2
406, 4
407, 4
419, 2
421, 4
423, 4
423, 5
432, 4
433, 4
434, 1
434, 4
438, 4
440, 5
441, 1
442, 4
443, 4
444, 5
445, 2
446, 1
447, 2
447, 4
448, 2
449, 2
449, 4
450, 4
451, 2
452, 4
453, 4
454, 4
455, 5
456, 3
457, 4
458, 2
459, 4
460, 1
460, 2
461, 5
462, 3
462, 4
463, 4
464, 4
465, 5
466, 5
467, 4
468, 2
468, 4
469, 4
469, 5
470, 2
471, 5
472, 2
473, 5
474, 1
475, 4
475, 5
476, 4
477, 3
478, 1
479, 5
480, 4
481, 3
482, 4
483, 3
484, 1
485, 4
486, 1
487, 1
488, 4
489, 4
490, 2
491, 4
492, 4
493, 3
494, 4
495, 4
496, 4
497, 3
498, 2
499, 5
500, 5
501, 5
502, 4
503, 5
504, 2
505, 4
506, 4
507, 2
508, 3
509, 4
510, 5
511, 1
512, 3
512, 5
513, 4
514, 2
515, 4
515, 5
516, 4
517, 2
517, 4
518, 4
519, 2
520, 3
520, 4
520, 5
521, 4
522, 4
523, 4
524, 4
525, 4
526, 2
526, 3
527, 2
528, 2
529, 4
530, 3
531, 2
532, 4
532, 5
533, 5
534, 2
534, 4
535, 4
535, 5
536, 3
536, 4
537, 4
538, 1
538, 4
538, 5
539, 4
540, 5
541, 4
542, 2
543, 4
544, 5
545, 4
546, 1
547, 4
548, 4
549, 4
550, 3
551, 3
552, 4
553, 4
554, 4
555, 4
556, 4
557, 4
558, 1
558, 4
559, 2
560, 5
561, 4
562, 1
562, 4
563, 4
564, 1
565, 2
566, 4
567, 4
568, 3
569, 3
570, 5
571, 4
572, 1
573, 4
574, 4
575, 4
576, 2
576, 3
576, 4
577, 2
578, 4
579, 3
580, 3
581, 4
582, 5
583, 5
584, 2
584, 3
584, 4
585, 4
586, 4
587, 4
588, 1
588, 2
588, 3
588, 4
588, 5
589, 1
590, 4
591, 1
592, 5
593, 2
594, 3
595, 2
596, 2
597, 4
598, 1
599, 1
600, 4
601, 2
601, 4
601, 5
602, 3
602, 4
603, 4
604, 4
604, 5
605, 4
606, 4
607, 4
608, 4
609, 4
610, 5
611, 4
612, 2
612, 4
613, 4
614, 4
615, 4
616, 1
617, 1
618, 4
619, 4
620, 1
621, 4
622, 1
623, 4
624, 1
624, 4
625, 4
626, 4
627, 1
628, 1
628, 2
628, 4
629, 4
630, 4
631, 1
632, 3
632, 4
633, 4
634, 4
635, 5
636, 5
637, 4
638, 4
638, 5
639, 4
639, 5
640, 4
641, 4
642, 4
643, 1
643, 2
643, 4
644, 2
645, 4
646, 3
646, 4
646, 5
647, 4
648, 5
649, 4
650, 3
651, 5
652, 4
653, 1
654, 3
655, 3
656, 4
657, 1
658, 4
659, 3
660, 3
660, 5
661, 1
662, 2
662, 4
663, 5
664, 3
665, 1
666, 3
667, 3
668, 2
669, 2
669, 3
670, 2
671, 2
672, 4
673, 4
674, 2
675, 4
676, 2
677, 2
678, 4
679, 1
680, 4
681, 2
682, 4
683, 4
684, 4
685, 2
685, 4
686, 4
687, 5
688, 4
689, 5
690, 2
690, 4
691, 2
692, 4
693, 5
694, 2
694, 3
695, 3
696, 4
697, 4
698, 4
699, 1
700, 1
701, 4
702, 4
703, 3
704, 4
705, 3
705, 4
706, 4
